0:
		感觉	0.0274791045957
		宽窄巷子	0.0255807208585
		锦里	0.0211511588051
		商业	0.0184617818441
		气息	0.0171434598044
		北京	0.0152978089488
		南锣鼓巷	0.0146650143697
		特色	0.0136103567379
		地方	0.0132939594484
		比较	0.0116592401192
		商业化	0.0109209797769
		一些	0.0101299865531
		类似	0.00944445909247
		文艺	0.00918079468453
		太	0.00902259603976
		喜欢	0.00870619875023
		有点	0.00865346586864
		建筑	0.0083898014607
		觉得	0.00828433569752
		不错	0.00780973976323
		好	0.00754607535529
		上海	0.00717694518417
		小吃	0.00712421230258
		人	0.00638595196034
		小	0.0061222875524
		味道	0.0061222875524
		酒吧	0.00606955467081
		里面	0.00591135602605
		小资	0.0057004244997
		没什么	0.00527856144699
1:
		成都	0.0400681410991
		特色	0.038717067583
		地方	0.0378359326813
		值得	0.0243839398479
		不错	0.0242664551943
		小吃	0.0239140012336
		吃	0.0188034188034
		东西	0.0165712103856
		比较	0.0157488178107
		人	0.0151026522161
		一去	0.0139865480072
		里面	0.0138690633536
		~	0.0128117014715
		景点	0.0117543395894
		逛逛	0.0113431433019
		一个	0.0111081739948
		好	0.0105794930537
		必去	0.00940464651805
		好吃	0.0092284195377
		很	0.00899345023056
		挺	0.00834728463594
		适合	0.00828854230916
		不	0.00752489206097
		小店	0.00740740740741
		看看	0.00723118042706
		拍照	0.00699621111992
		游客	0.00640878785209
		锦里	0.0063500455253
		商业化	0.00570387993068
		当地	0.00546891062355
2:
		宽窄巷子	0.0305383936452
		路	0.0171434504958
		成都	0.0148590415866
		方便	0.0125746326774
		不	0.0110170811484
		交通	0.00987487669384
		走	0.00925185608224
		人民公园	0.00914801931364
		人	0.00862883547064
		地铁	0.00759046778464
		门票	0.00665593686724
		地方	0.00624058979285
		下车	0.00592907948705
		建筑	0.00572140594985
		游客	0.00572140594985
		步行	0.00572140594985
		现在	0.00561756918125
		特色	0.00551373241265
		站	0.00551373241265
		下	0.00530605887545
		一个	0.00520222210685
		附近	0.00489071180105
		住	0.00468303826385
		公交车	0.00457920149525
		不错	0.00416385442085
		需要	0.00416385442085
		号线	0.00416385442085
		一些	0.00406001765225
		景点	0.00395618088365
		推荐	0.00385234411505
3:
		成都	0.0906860011154
		宽窄巷子	0.0329451133493
		生活	0.0309110593484
		人	0.0204127161182
		文化	0.0132607197927
		慢	0.0126045733408
		感受	0.0105705193399
		地方	0.00991437288803
		现代	0.00807716282274
		最	0.00794593353236
		一个	0.00735540172567
		历史	0.00689609920934
		休闲	0.00683048456415
		中	0.00650241133821
		城市	0.00643679669302
		悠闲	0.00551819166038
		里	0.00538696237
		美食	0.00538696237
		建筑	0.00532134772481
		气息	0.00525573307962
		体验	0.0047964305633
		说	0.0047964305633
		现在	0.00473081591811
		古老	0.00459958662774
		商业	0.0042058987566
		保留	0.00400905482104
		体检	0.00394344017585
		一种	0.00381221088547
		结合	0.00368098159509
		游客	0.0036153669499
4:
		喜欢	0.0178333485443
		地方	0.0171032216848
		宽窄巷子	0.0169815338748
		特色	0.0156429679657
		酒吧	0.0144869337714
		不错	0.0138784947218
		喝茶	0.0129049922424
		晚上	0.0124790849077
		茶馆	0.0116881141432
		人	0.0105320799489
		一个	0.0101670165191
		喝	0.0101670165191
		适合	0.0095585774695
		里	0.00901098232485
		里面	0.00895013841988
		小店	0.00864591889507
		成都	0.00846338718019
		好	0.0082808554653
